company,claim,specificity_score,sentiment_score,sentiment_method,deforestation,traceability,ndpe,peat,deadline,strength,specificity,esg_category,esg_category_score,climate_sentiment,climate_sentiment_score
bumitama,"significantly reduce our use of rodenticide,
These include:
with rodenticide-free plantations expanding
from 11% of the total planted in 2017 to over 1 Developing and deploying in-house biopesticides to
96% in 2024.",0.9046423435211182,0.8998900880105793,finbert,False,False,False,False,,soft,spec,Selling_Practices_And_Product_Labeling,0.2768,opportunity,0.669
bumitama,"https://doi.org/10.22146/jpti.52582
- 41 - Environmental Protection and Land Use WASTE MANAGEMENT Solid waste produced and reused in 2023–2024 (MT)
[GRI 2-23, 2-24, 3-3, 306-1, 306-2, 306-3, 306-4, 306-5] Type 2023 2024
As part of our commitment to responsible waste management Total recycled/reused 2,230,633 1,945,935
practices, we strive to minimise waste generation and Palm fibre 649,561 613,871
promote the reuse and recycling of operational by-products Palm kernel shell (PKS) 334,421 328,410
and equipment components.",0.7909924387931824,0.5382151533849537,finbert,False,False,False,False,,soft,spec,Waste_And_Hazardous_Materials_Management,0.983,neutral,0.7345
bumitama,"Bumitama is developing
a strategy for improved general waste management, which
includes composting organic waste and reusing or recycling
plastic into building materials
Bumitama integrates a circular approach to waste management, ensuring that
all POME is repurposed to enhance soil fertility and reduce reliance on synthetic
fertilisers.",0.5389992594718933,0.7336825341917574,finbert,False,False,False,False,,soft,spec,Waste_And_Hazardous_Materials_Management,0.9846,opportunity,0.8472
bumitama,"A significant portion of untreated POME (38.7%) is directed to co-
composting facilities, where it is combined with EFB to produce nutrient-rich
organic compost.",0.7903881669044495,0.5351844537071884,finbert,False,False,False,False,,soft,spec,Customer_Welfare,0.2527,opportunity,0.7946
bumitama,"This process has the potential to substitute 50% of inorganic
fertilizers in our nurseries and 25% in mature planted areas, as evidenced by
various trials we have conducted, contributing to both soil health improvement
and emissions reduction.",0.7273420691490173,0.915508828125894,finbert,False,False,False,False,,soft,spec,Employee_Health_And_Safety,0.2153,opportunity,0.9367
bumitama,"With our 14 composting facilities across our estates,
we are exploring further innovations, including the partial composting of EFB for
application through furrow or flat-bed systems, thus reinforcing our commitment
to sustainable and regenerative agricultural practices.",0.790135383605957,0.8974424034822732,finbert,False,False,False,False,,soft,spec,Energy_Management,0.2239,opportunity,0.9413
bumitama,"Recognising the importance of nutrient recycling in achieving a near-circular
waste system, Bumitama is actively exploring the development of a closed-loop
facility to treat and repurpose all liquid waste into clean water.",0.5382035374641418,0.8248922182247043,finbert,False,False,False,False,,soft,spec,Waste_And_Hazardous_Materials_Management,0.9847,opportunity,0.9405
bumitama,"Research suggests that certain microbes, such
as Mycorrhizal fungi, can sequester up to 36% of carbon
emissions from fuel combustion.6
Recognising this as an opportunity to enhance our soil
programmes, Bumitama has invested in a microbiology
programme, launching a research partnership in 2017 with
a public university to explore beneficial fungi and bacteria.",0.7100870013237,0.8891148208640516,finbert,False,False,False,False,,soft,spec,Ecological_Impacts,0.7654,opportunity,0.95
bumitama,"We commissioned
our first biocharcoal facility at our Pundu Nabatindo mill,
which is capable of producing five tonnes of biocharcoal per
hour.",0.924759566783905,0.7173358695581555,finbert,False,False,False,False,,soft,spec,Energy_Management,0.6204,opportunity,0.8834
bumitama,"4 Is possibly a less emission-intensive soil enrichment
approach due to biocharcoal’s ability to store carbon
and limit its release into the atmosphere
5 Produced from the combustion of organic waste
sourced from the plantation, specifically EFB.",0.5440384149551392,0.6532075623981655,finbert,False,False,False,False,,soft,spec,Waste_And_Hazardous_Materials_Management,0.9794,opportunity,0.5246
bumitama,"As part of our long-term
Workers 29.6%
29.8% Triple Zero Target strategy, we have implemented a phased
approach to reduce all accident rates by 75% by 2025,
10.7%
Staff 10.8% benchmarked against our 2020 baseline.",0.9438210725784302,0.8428277187049389,finbert,False,False,False,False,2025.0,hard,spec,Employee_Health_And_Safety,0.8427,neutral,0.9115
bumitama,"Together, we have rehabilitated degraded areas, provided Improvements of
community support and capacity-building programmes, infrastructure such Product market
secured forested areas, and promoted the development as irrigation and access and
pumps system contract support
of ecotourism.",0.5151224732398987,0.8597783725708723,finbert,False,False,False,False,,soft,spec,Ecological_Impacts,0.7217,opportunity,0.9506
bumitama,We aim to achieve 100% traceability to plantation by the end of 2026.,0.8498300909996033,0.8967988123185933,finbert,False,True,False,False,,soft,spec,Data_Security,0.2164,neutral,0.7872
bumitama,"We monitor our suppliers’ adherence to our no-deforestation
To support smallholders in overcoming these challenges,
and peat development commitments through a satellite-
we provide targeted assistance to help them achieve
based monitoring system covering over 140,000 hectares.",0.5425875186920166,0.7493273771833628,finbert,True,False,False,True,,soft,spec,Ecological_Impacts,0.9124,opportunity,0.7936
bumitama,"agreement with the Rainforest Alliance for a five-year
To help address this, we actively engage with and support smallholder support programme in Ketapang.",0.6867586374282837,0.9139087996445596,finbert,False,False,False,False,,soft,spec,Human_Rights_And_Community_Relations,0.2471,opportunity,0.6102
bumitama,"As part of
these smallholders in enhancing their capacity to participate this initiative, Bumitama and the Rainforest Alliance will
in certification schemes.",0.5181201100349426,0.8823389981407672,finbert,False,False,False,False,,soft,spec,Management_Of_Legal_And_Regulatory_Framework,0.7214,opportunity,0.574
bumitama,"It permits the mixing of
RSPO-certified palm oil from a variety of sources.",0.5678620338439941,0.5390622299164534,finbert,False,False,False,False,,soft,spec,Customer_Welfare,0.3031,neutral,0.5331
firstresources,"As of December 2024, more than 800 equivalent (tCO e) being emitted into the atmosphere.",0.8810661435127258,0.5144538069143891,finbert,False,False,False,False,,soft,spec,GHG_Emissions,0.6919,neutral,0.8647
firstresources,"conservation, and we have reforested more than 166
hectares of previously degraded land to date.",0.8689990639686584,0.6652722237631679,finbert,False,False,False,False,,soft,spec,Ecological_Impacts,0.9753,neutral,0.4966
firstresources,"In 2023, we partnered with
the Natural Resources Conservation Centre of East In 2025, we will continue the scheme in collaboration
A conservation and environmental education forest Kalimantan (BKSDA), under the Directorate General of with BKSDA and launch an enrichment planting
[GRI 13.4.1] Conservation of Natural Resources and Ecosystems, programme on the periphery of the Lembonah HPKL.",0.8536938428878784,0.705312984297052,finbert,False,False,False,False,2025.0,soft,spec,Ecological_Impacts,0.9806,opportunity,0.9415
firstresources,"We aim to rehabilitate
20 hectares of conservation area and plant more than 120.3 35,963
5,500 trees, annually.",0.926590085029602,0.6818595323711634,finbert,False,False,False,False,,soft,spec,Ecological_Impacts,0.9758,opportunity,0.9458
firstresources,"At First Resources, To manage peatlands effectively, we have implemented
and per our 2015 Policy on Sustainable Palm Oil, we several strategies, including blocking canals and
are committed to no further planting on peat.",0.6012188196182251,0.7938697505742311,finbert,False,False,False,True,,soft,spec,Ecological_Impacts,0.7557,neutral,0.9242
firstresources,"GAPKI and the World Resources Institute (WRI) to enhance 2023, achieving our target to reduce fires each year.",0.5310346484184265,0.9448110526427628,finbert,False,False,False,False,,soft,spec,GHG_Emissions,0.3026,neutral,0.9166
firstresources,"We went a step further with a Purchased goods and services
37.93% Use of sold products
more comprehensive assessment to determine a clear
3.39%
distinction between FLAG and non-FLAG emissions.",0.7128923535346985,0.8213025517761707,finbert,False,False,False,False,,soft,spec,Product_Design_And_Lifecycle_Management,0.9419,neutral,0.9498
firstresources,"To achieve this, we are heavily investing in
Scope 1 FLAG emissions is our firm commitment to methane capture facilities to trap its release from
no deforestation and no planting on peat, ensuring that the POME treatment process.",0.7520287036895752,0.774123216047883,finbert,True,False,True,True,,hard,spec,GHG_Emissions,0.9432,neutral,0.8342
firstresources,"In addition, achieved in 2024 was the successful commissioning of
First Resources has mapped the carbon sequestration two new methane capture facilities, bringing our total to
potential of approximately 24,000 hectares of HCV ten.",0.9519774317741394,0.9271582248620688,finbert,False,False,False,False,,soft,spec,GHG_Emissions,0.937,opportunity,0.9573
firstresources,"Other factors that contributed to the reduction of our
METHANE CAPTURES AND EMISSIONS
Scope 1 non-FLAG emissions include the increased use of
AVOIDED (EST.) 2020–2024
renewable energy at our operations, particularly through
10
the utilisation of biogas fuel, biomass (namely palm oil
fibre and palm kernel shell), and the increasing use of palm breeding programme which aims to develop more
8 8 368,982 the biofuel blend of Methyl Ester (ME) in B35 biodiesel.",0.9147619605064392,0.8086878536269069,finbert,False,False,False,False,,soft,spec,Energy_Management,0.4672,opportunity,0.62
firstresources,"213,435 211,859
minimises methane generation during POME treatment
180,000
by efficiently disposing of solid organic matter that Our efforts also extend to our supply chain, where our
128,361
can also be reused as sustainable organic fertiliser.",0.8389995694160461,0.6243001387920231,finbert,False,False,False,False,,soft,spec,Customer_Welfare,0.256,opportunity,0.8846
firstresources,"This includes the use of biomass
(palm kernel shells and fibres), biogas, and biodiesel For this report, we have re-established our energy
In 2024, we used a total of 9,849,957 gigajoules (GJ) in our operations.",0.9472680687904358,0.5549451056867838,finbert,False,False,False,False,,soft,spec,Energy_Management,0.9675,neutral,0.6519
firstresources,"Additionally, 812,347 m3 of
water recycling initiatives, we have successfully met our steriliser condensate produced during the FFB sterilisation
water consumption intensity target of below 1.0 m3/MT process was recycled into our CPO dilution process.",0.9160392880439758,0.837868221104145,finbert,False,False,False,False,,soft,spec,Water_And_Wastewater_Management,0.9366,opportunity,0.6316
firstresources,"We recycle and reuse all non-hazardous
organic fertiliser
waste generated by our upstream processes.",0.5213513970375061,0.5238887355662882,finbert,False,False,False,False,,soft,spec,Waste_And_Hazardous_Materials_Management,0.9847,neutral,0.8746
firstresources,also developed a technique that has halved our use of riparian buffer zones is prohibited.,0.579063892364502,0.6842915657907724,finbert,False,False,False,False,,soft,spec,Ecological_Impacts,0.9768,neutral,0.7838
firstresources,"In 2024, we reused
Examples of our IPM approach include the use of barn glyphosate, extended application intervals and thereby 92% of POME and over 98% of EFB as organic fertilisers.",0.8034944534301758,0.6031892334576696,finbert,False,False,False,False,,soft,spec,Customer_Welfare,0.6715,neutral,0.584
firstresources,"To improve soil fertility, we
ORGANIC FERTILISER cultivate land cover crops, which help increase nitrogen
EFB (tonnes) 511,015 566,573 616,689 664,489 701,944 levels, reduce runoff, and suppress weed growth.",0.5864143371582031,0.7461684122681618,finbert,False,False,False,False,,soft,spec,Ecological_Impacts,0.9445,opportunity,0.9024
firstresources,"Additionally, we support integrated health
posts (posyandu), which provide health programmes
for mothers, infants, and children under the “Healthy
Together with First Resources” scheme, including
growth and development assessments, nutritional
education, maternal health check-ups, immunisations, more than IDR 3 billion was allocated to support road promote forest conservation and protection efforts in
and vaccinations.",0.7754631042480469,0.8131580748595297,finbert,False,False,False,False,,soft,spec,Access_And_Affordability,0.7869,opportunity,0.9626
firstresources,8 The supplier has made commitments to ensure that all volumes comply with the relevant no deforestation and no peat commitments and is planning or implement it for existing suppliers in 2025.,0.6107345819473267,0.6882414985448122,finbert,True,False,True,True,2025.0,hard,spec,Ecological_Impacts,0.4744,neutral,0.9375
gar,"Empowerment
• Partnered with ADM and Tzu Chi Indonesia on a two-year initiative to build healthier and more resilient communities in Lubuk Gaung.",0.7656950950622559,0.9486819012090564,finbert,False,False,False,False,,soft,spec,Business_Model_Resilience,0.6408,opportunity,0.9545
gar,"32 GOLDEN AGRI-RESOURCES LTD SUSTAINABILITY REPORT 2025
3
Sourcing
Responsibly
In This Chapter
Our Supply Chain
Transformation 34
Beyond Traceability: Unlocking Real Impact 36
Upholding NDPE Commitments 40
Ethical Sourcing Practices 46
Strengthening Smallholder Capabilities 48
Sourcing 33
Responsibly GOLDEN AGRI-RESOURCES LTD SUSTAINABILITY REPORT 2025
Our Supply Chain
Transformation
Since adopting the GAR Social and Environmental Traceability to Plantation
Policy (GSEP) in 2015, we have built one of the
industry’s most comprehensive responsible sourcing In 2025, we achieved 99.8% traceability to plantation.",0.5440251231193542,0.7490354334004223,finbert,False,True,True,False,2025.0,soft,spec,Supply_Chain_Management,0.9431,neutral,0.8529
gar,"TTP also enables us to 99.8%
TTP Indonesian
build deforestation-free supply in compliance with No
Palm Supply Traceability
Deforestation, No Peat, and No Exploitation (NDPE) at
Chain
the point of origin.",0.6416710019111633,0.7808979237452149,finbert,True,True,True,True,,hard,spec,Supply_Chain_Management,0.9226,neutral,0.5465
gar,"suppliers
Forest protection has been guided by our Forest Conservation Policy
ASSESSMENT:
since 2011, making us the first palm oil producer to implement a 509 (100%)
dedicated forest conservation policy.",0.6091361045837402,0.7562221381813288,finbert,False,False,False,False,,soft,spec,Ecological_Impacts,0.9705,neutral,0.9001
gar,"Since 2014, total Deforestation, Peat Management, Fire,
productivity gains across our operations have been achieved through GHG Emissions, Waste Management.",0.6206284761428833,0.8954897099174559,finbert,True,False,False,True,,soft,spec,GHG_Emissions,0.9629,neutral,0.6449
gar,We support Responsible Agri Commodity Sourcing Policy for non-palm sourcing by 2030.,0.590364396572113,0.6055513373576105,finbert,False,False,False,False,2030.0,soft,spec,Supply_Chain_Management,0.5286,neutral,0.9484
gar,Our ambition is to achieve 100% sourcing from low-risk suppliers by 2030.,0.842899739742279,0.8963757958263159,finbert,False,False,False,False,2030.0,soft,spec,Supply_Chain_Management,0.9311,neutral,0.9041
gar,"We also work
Collective for Impact target to support smallholders
with experienced partners, such as IDH, to promote the
in these ecosystems by 2035.",0.5198598504066467,0.9101222099270672,finbert,False,False,False,False,,soft,spec,Management_Of_Legal_And_Regulatory_Framework,0.6705,opportunity,0.8706
gar,"Our Impact
Through our Sawit Terampil Programme, we can verify
Our efforts contribute directly to our Collective for
land legality, improve farmers' incomes, reduce pressure
Impact commitment to train 100,000 smallholders
on forests, promote responsible farming practices, and
by 2035.",0.7029829025268555,0.8740666145458817,finbert,False,False,False,False,,soft,spec,Management_Of_Legal_And_Regulatory_Framework,0.7667,opportunity,0.9346
gar,"In 2025, 11,250 independent smallholders
contribute to more sustainable palm oil production.",0.912269413471222,0.8802314172498882,finbert,False,False,False,False,2025.0,soft,spec,Supply_Chain_Management,0.4691,opportunity,0.9589
gar,"Further investments in methane capture facilities, including 3
energy sources, including the use of in 2025.",0.7809820175170898,0.6452325896825641,finbert,False,False,False,False,2025.0,soft,spec,GHG_Emissions,0.6443,neutral,0.7776
gar,biogas generated from methane capture.,0.5129011273384094,0.5135731496848166,finbert,False,False,False,False,,soft,spec,GHG_Emissions,0.9339,neutral,0.5735
gar,"59 GOLDEN AGRI-RESOURCES LTD SUSTAINABILITY REPORT 2025
Climate Mitigation
We are committed to achieving net zero emissions by 2050, aligning our ambition with the Paris Agreement 1.5°C pathway and Indonesia’s national net zero target by 2060.",0.5470606088638306,0.8559124479070306,finbert,False,False,False,False,2025.0,hard,spec,GHG_Emissions,0.694,neutral,0.953
gar,"In 2025, we commissioned three new progress toward cleaner energy sourcing, led by the
our supply chain the most significant contributor.",0.8280383944511414,0.9118999489583076,finbert,False,False,False,False,2025.0,soft,spec,Supply_Chain_Management,0.9161,opportunity,0.5382
gar,"Removals Emissions Intensity
GAR continues to demonstrate a firm commitment to In 2025, our total upstream emissions intensity decreased by 6.1% to 2.60 tCO e per tonne of crude palm oil (CPO), down
2
climate action by implementing targeted carbon removal from 2.77 tCO e per tonne CPO in 2024.",0.9525983929634094,0.2998792976140976,finbert,False,False,False,False,2025.0,soft,spec,GHG_Emissions,0.8449,neutral,0.9404
gar,"Since 2023, we have reduced our reliance on coal (a fossil fuel)
decarbonisation strategy.",0.7248786091804504,0.730384411290288,finbert,False,False,False,False,,soft,spec,Energy_Management,0.8733,neutral,0.896
gar,"In 2025, total energy consumption rose modestly by 1.3%, to 43.3 while increasing the use of biomass as a cleaner alternative.",0.8950724005699158,0.9642547625117004,finbert,False,False,False,False,2025.0,soft,spec,Energy_Management,0.9805,opportunity,0.8747
gar,"In 2025, non-renewable energy
million gigajoules (GJ), broadly in line with increased production across both upstream and consumption increased by 1.7%, mainly attributed to production activities.",0.8893394470214844,0.9622497274540364,finbert,False,False,False,False,2025.0,soft,spec,Energy_Management,0.9792,opportunity,0.5212
gar,"Despite an increase in overall production volumes, energy intensity remain committed to transitioning to renewable energy sources in our downstream operations.",0.5608425736427307,0.926657845498994,finbert,False,False,False,False,,soft,spec,Energy_Management,0.9782,neutral,0.7258
gar,"We continue to invest
Group, 54.0% of total energy is sourced from renewable sources.",0.8903265595436096,0.5579347291495651,finbert,False,False,False,False,,soft,spec,Energy_Management,0.976,opportunity,0.6902
gar,"in renewable energy infrastructure, including methane capture facilities at palm oil mills and
Our upstream operations continue to lead, with 92.7% of energy derived from renewable biomass boilers powered by residues such as palm kernel shells, thereby reducing fossil fuel
sources, primarily biomass from operational by-products.",0.8816113471984863,0.9317991444841028,finbert,False,False,False,False,,soft,spec,Energy_Management,0.9765,opportunity,0.9041
gar,"63 GOLDEN AGRI-RESOURCES LTD SUSTAINABILITY REPORT 2025
Key Milestones Initiatives at our Tarjun and Methane capture facilities
Marunda refinery Invested in the introduction of three new methane capture
facilities, bringing the total to 11, converting high-impact
After transitioning the coal-fired plant at our Tarjun refinery to methane emissions into usable renewable energy.",0.9240145683288574,0.9231413188390434,finbert,False,False,False,False,2025.0,soft,spec,GHG_Emissions,0.8753,opportunity,0.8954
gar,"PKM-P
has since been introduced as an additional fuel source at the Low-carbon fuel production
facility, reinforcing our ongoing efforts to optimise biomass
Our biodiesel capacity stands at 1.05 million tonnes annually,
utilisation and phase out high-carbon fuels across
supporting Indonesia’s B35 and B40 blending mandates.",0.9429165720939636,0.9204578234348446,finbert,False,False,False,False,,soft,spec,Energy_Management,0.9736,opportunity,0.8854
gar,"Our efforts have been recognised through
began construction of a steam biomass boiler, further increasing the Subroto Award, highlighting our contribution to advancing
the share of renewable energy in our thermal energy supply.",0.9178930521011353,0.959267754573375,finbert,False,False,False,False,,soft,spec,Energy_Management,0.9789,opportunity,0.9413
gar,"In 2025, all
we have ceased new development in our main estates, downstream and 34 upstream mills and
shifting focus toward yield improvement and reinforcing one estate achieved PROPER blue rating,
our zero-deforestation commitment.",0.8808456659317017,0.8114336617290974,finbert,True,False,False,False,2025.0,hard,spec,Ecological_Impacts,0.9503,opportunity,0.7901
gar,"These efforts will build on our internal application (mg/l)
increased by 1.5%, from 7.3 million cubic metres in 2024 to water stress assessments using the World Resources
7.4 million cubic metres in 2025, largely driven by higher Institute desktop water assessment conducted to identify Sumatra 1,836 1,801 1,735
operational and maintenance requirements across water-stressed areas across our operations.",0.8506507277488708,0.9647981724701822,finbert,False,False,False,False,2025.0,soft,spec,Water_And_Wastewater_Management,0.9764,neutral,0.771
gar,"Peat Planted
Peat Non-Planted
Rewetting Revegetation Revitalisation
We are maintaining water levels to enhance carbon storage.",0.5699872374534607,0.8554594838060439,finbert,False,False,False,True,,soft,spec,Water_And_Wastewater_Management,0.9338,neutral,0.5574
gar,"Together, we rehabilitated 2,003
hectares of peatland to help reduce carbon emissions
and conserve critical peatland ecosystems.",0.7614807486534119,0.8759232461452484,finbert,False,False,False,True,,soft,spec,Ecological_Impacts,0.9791,opportunity,0.9342
gar,"Alongside
this, we have revegetated more than 3,100 hectares of
riparian zones within our operational areas in Indonesia.",0.8842453956604004,0.572439004201442,finbert,False,False,False,False,,soft,spec,Ecological_Impacts,0.9771,opportunity,0.9047
gar,"For upstream operations, we aim
to reduce plastic waste by 20% by 2030 and 50% by 2040.",0.9470506310462952,0.8116074963472784,finbert,False,False,False,False,2030.0,soft,spec,Waste_And_Hazardous_Materials_Management,0.9811,neutral,0.8991
gar,"In downstream operations, we are
targeting a 30% reduction in post-consumer packaging waste by 2030 and 50% by 2040.",0.9508327841758728,0.924214132130146,finbert,False,False,False,False,2030.0,soft,spec,Waste_And_Hazardous_Materials_Management,0.9723,neutral,0.9054
gar,"Initiatives such
as our Bank Sampah (Waste Bank) programme support employees and local communities
in sorting and recycling household waste, enabling upcycling and resale of materials.",0.611927330493927,0.825474810320884,finbert,False,False,False,False,,soft,spec,Waste_And_Hazardous_Materials_Management,0.9844,opportunity,0.9046
gar,"This
community-based model helps reduce landfill waste while also supporting additional
household income and improving recycling awareness.",0.6086584329605103,0.8811883213929832,finbert,False,False,False,False,,soft,spec,Waste_And_Hazardous_Materials_Management,0.9793,opportunity,0.9476
gar,"Our impact on waste
Target
By 2040, reduce plastic waste to landfills in upstream operations and post-consumer
packaging waste to landfills in downstream operations by 50%.",0.8401724100112915,0.6244960376061499,finbert,False,False,False,False,,soft,spec,Waste_And_Hazardous_Materials_Management,0.9845,neutral,0.8945
gar,"Action
11 million tonnes
waste recycled as fuel
or organic fertiliser
75 GOLDEN AGRI-RESOURCES LTD SUSTAINABILITY REPORT 2025
Waste Management
We have achieved 100% recovery and recycling rates for our CPO waste.",0.8657941818237305,0.9488303861580788,finbert,False,False,False,False,2025.0,soft,spec,Waste_And_Hazardous_Materials_Management,0.9837,neutral,0.7837
gar,"This enables us to have a
Our non-hazardous waste is managed through municipal landfills, and hazardous waste is fully circular upstream production system that not only reduces landfill waste but also allows
collected by authorised third parties.",0.5721076130867004,0.5678841033950448,finbert,False,False,False,False,,soft,spec,Waste_And_Hazardous_Materials_Management,0.9847,neutral,0.5565
gar,"Through this programme, we have empowered over 350 families and
repurposed over 9,000 kilograms of plastic, paper and metal into something of value, while transforming the
way communities view everyday waste.",0.821885883808136,0.7032522661611438,finbert,False,False,False,False,,soft,spec,Waste_And_Hazardous_Materials_Management,0.9823,opportunity,0.9453
gar,"Driving Impact
Through our sustainability framework, we aim to support 500 MSMEs under the Bright Future Initiative by 2030.",0.8524516820907593,0.8953067634720355,finbert,False,False,False,False,2030.0,soft,spec,Business_Model_Resilience,0.2915,opportunity,0.9133
gar,"Since 1999, all our products have been Halal certified.",0.7601385712623596,0.5454090107232332,finbert,False,False,False,False,,soft,spec,Product_Design_And_Lifecycle_Management,0.6347,neutral,0.7713
gar,"initiatives include recyclable mono-material
margarine tubs brown kraft paper for margarine
Sourcing and Traceability and shortening packaging.",0.5472033619880676,0.5567394075915217,finbert,False,True,False,False,,soft,spec,Product_Design_And_Lifecycle_Management,0.8996,neutral,0.7212
genting,"GENP continued to manage fuel consumption and on-site energy generation
within established operational parameters, including the use of biomass by-products
We remain firmly committed to our “Zero-burning Policy” for all land-clearing activities from milling activities.",0.5077391266822815,0.837364140432328,finbert,False,False,False,False,,hard,spec,Energy_Management,0.9802,neutral,0.9457
genting,"We extend these sustainability standards across our value chain by continuously
Recycled about Established roadmap Water consumption
engaging with vendors and suppliers on our Sustainability Policy and Environmental for phased installation reduction by
1,133,335
Policy, reinforcing responsible sourcing and environmental accountability throughout of Methane Capture
31%
our operations.",0.7364452481269836,0.766335082706064,finbert,False,False,False,False,,soft,spec,Supply_Chain_Management,0.5937,neutral,0.9405
genting,"Group is committed to advancing collective global efforts to combat climate change,
underpinned by its carbon neutrality targets for Malaysian operations by 2030 and Data from RSPO-certified oil mills and estates are also submitted to the RSPO PalmGHG
Indonesian operations by 2035.",0.6729637384414673,0.906638702377677,finbert,False,False,False,False,2030.0,soft,spec,Physical_Impacts_Of_Climate_Change,0.9405,neutral,0.9474
genting,"Commissioned in 2014, Genting Jambongan Oil Mill is Malaysia’s first zero-discharge
for Malaysian for Indonesian
palm oil mill, and since 2021, belt press technology installed in five oil mills has helped
operations operations
avoided 26,305 tCO₂e of GHG emissions during the reporting year.",0.9699777364730836,0.9393399190157652,finbert,False,False,False,False,,hard,spec,GHG_Emissions,0.9642,opportunity,0.7036
genting,"Moving forward, the Group will continue to explore opportunities to invest in facilities
that reduce GHG emissions, including the implementation of methane capture systems,
such as the construction of a biogas plant at Genting Ayer Item Oil Mill and where such
initiatives are effective and applicable across its operations.",0.7154951691627502,0.9030795500148088,finbert,False,False,False,False,,soft,spec,GHG_Emissions,0.9688,opportunity,0.9581
genting,"In 2025, the
Group expanded supplier oversight, monitoring 11%
16,153
of FFB suppliers covering 19,758 hectares, up from
Driving Conservation for a Greener Future
10% in 2024.",0.9084499478340148,0.9438963928259908,finbert,False,False,False,False,2025.0,soft,spec,Supply_Chain_Management,0.9288,opportunity,0.5731
genting,"13,125 As part of its ongoing conservation responsibility, the
Group manages approximately 16,153 hectares of
The Group approach to conservation aligned with SDG 15, which promotes the protection, hectares of other HCV areas and 13,125 hectares of other conservation
restoration and sustainable use of terrestrial ecosystems, forests and biodiversity.",0.7201238870620728,0.5520619414746761,finbert,False,False,False,False,,soft,spec,Ecological_Impacts,0.9809,opportunity,0.747
genting,"a reduction of increased by • biodiesel plants decreased by 2%
71% 13% • refinery increased by 14%
We also continue to refine water utilisation measurement and
baselines as operational scope and water-use parameters evolve.",0.7674104571342468,0.6387698240578175,finbert,False,False,False,False,,soft,spec,Water_And_Wastewater_Management,0.9759,neutral,0.938
genting,"and COD contents from external
oil mills and ashes
before they are parties due to the
produced are used
used as fertilisers efficacy of EFB as
In line with our sustainability goals, we implement as agricultural
and to irrigate our organic mulch
circular economy practices to reduce waste to landfill.",0.6314926147460938,0.6013399860821664,finbert,False,False,False,False,,soft,spec,Waste_And_Hazardous_Materials_Management,0.9794,neutral,0.8023
genting,"Biomass such as dried palm fronds and EFB is
Palm Fronds Organic Fertilisers
repurposed as mulching material in our plantations
Fronds are chipped or pruned and Our biomass and by-products are used
to maximise resource efficiency.",0.5975244045257568,0.5345805012620986,finbert,False,False,False,False,,soft,spec,Energy_Management,0.3473,opportunity,0.5202
genting,"By integrating
generated during the processing of FFB, accounts for a significant portion of water use biomass by-products into daily practices, we reduce overall waste generation and
at our milling facilities.",0.5082170963287354,0.5650218799710274,finbert,False,False,False,False,,soft,spec,Waste_And_Hazardous_Materials_Management,0.9506,neutral,0.7587
genting,"Common by-products such as
Commencing in 2025, Genting Ayer Item Oil Mill utilised methane capture technology EFB, PKS and fibre are repurposed as mulch, soil enhancers or as biofuel for in-house
to reduce greenhouse gas emissions and mitigate environmental impacts.",0.7646191120147705,0.5806566760875285,finbert,False,False,False,False,2025.0,soft,spec,GHG_Emissions,0.9637,opportunity,0.9328
genting,"During the year under review, the Group recycled approximately
the Group has established a roadmap to guide the phased installation of methane 1,133,335 metric tonnes of biomass.",0.9296977519989014,0.801185127813369,finbert,False,False,False,False,,soft,spec,Energy_Management,0.4099,neutral,0.9145
genting,"2,462,487 mt of FFB (99.74% from sustainable sources with environmental
and sustainability standards certifications)
GENP has maintained a strict no-deforestation commitment since 2009 and
strengthened its implementation in 2025 by monitoring 11% of FFB suppliers for
• All palm kernels are sold to external crushing plants, as GENP does not
compliance, covering 19,758 hectares compared to 10% in 2024.",0.9523677229881288,0.9617389254271984,finbert,True,False,False,False,2025.0,soft,spec,Ecological_Impacts,0.2886,neutral,0.5969
genting,We also provide fertilisers at Indah region.,0.6387054920196533,0.5245397840626538,finbert,False,False,False,False,,soft,spec,Access_And_Affordability,0.4737,neutral,0.6857
ioi,"emission intensity
of our operations by
achieving net zero by the year 2040.",0.7236405611038208,0.8571361298672855,finbert,False,False,False,False,,hard,spec,Air_Quality,0.9159,neutral,0.9386
ioi,"We continue to generate renewable energy using the methane 150,000
tonne/
captured from our palm oil mill effluent (“POME”) which is one of the largest
year paper pulp plant
contributors of GHG emissions in our plantation operations.",0.8848366737365723,0.5877161379903555,finbert,False,False,False,False,,soft,spec,GHG_Emissions,0.9665,neutral,0.7289
ioi,"So far, we have completed one round of
Our philosophy of valuing natural resources is extended third-party audits on our recruitment agents in Indonesia, net zero, we are conscious that we are not just
to our resource-based manufacturing division as well.",0.5686406493186951,0.7946441378444433,finbert,False,False,False,False,,hard,spec,Supply_Chain_Management,0.1686,neutral,0.9514
ioi,"Our various initiatives for reforestation and rehabilitation
at forest buffers and riparian zones having been making Mayvin Palm Oil Mill -
good progress over the years.",0.5901892185211182,0.9597558230161668,finbert,False,False,False,False,,soft,spec,Ecological_Impacts,0.9792,opportunity,0.7549
