claim,deforestation,traceability,ndpe,peat,deadline,strength,specificity,specificity_score
"In efforts to reduce our water withdrawal, we will
Conventionally, EFB was treated as a waste product to
continue our efforts to embark on water conservation
be mulched and applied in estates as organic fertiliser.",False,False,False,False,,soft,spec,0.6848182082176208
"In Through this project, over 18,000 UBCs were collected with
pursuit of continual innovation, IOI Paper Pulp Sdn Bhd recycling proceeds distributed to participating employees initiatives as communicated in our IOI Group Water Policy.",False,False,False,False,,soft,spec,0.9079287648200989
"To counter this, we practice
convert waste into valuable raw materials while avoiding a habit of recycling and culture of waste reduction among land irrigation of palm oil mill effluent and EFB mulching,
emissions generated from decomposition of EFB in the employees.",False,False,False,False,,soft,spec,0.6582626104354858
material and is expected to have a production capacity of low-carbon economy.,False,False,False,False,,soft,non,0.7049300670623779
"Not only does this reduces soil erosion and water pollution
150,000 metric tonnes of paper pulp per annum.",False,False,False,False,,soft,spec,0.8395200967788696
"Thus, the
joint venture is well-positioned to provide an alternative to The event also witnessed the prize-giving ceremony for the Tetrapak engagement with IOI's employees in water bodies, cover crops increase moisture retention,
conserving green water for crops to use.",False,False,False,False,,soft,spec,0.5604087114334106
"In our plantations, we are committed to Natural resources like water and soil nutrients play a
quantities of treated water.",False,False,False,False,,soft,non,0.6644306182861328
"To minimise our impact on local embracing a regenerative culture and the principles of central role in the cultivation of oil palms while enabling the
water availability, various water recycling systems were circularity.",False,False,False,False,,soft,non,0.734395444393158
"As for our Sandakan manufacturing organic matter that is applied to the land, enhancing soil that the surrounding communities and our operations
facilities, PORE was treated and recycled.",False,False,False,False,,soft,non,0.5538551807403564
"Safeguarding natural ecosystems starts with responsible
plants also have facility prioritisation plans and reserve tanks
We also maximise the benefits of land application by land use and soil management.",False,False,False,False,,soft,non,0.8797780275344849
solutions to reduce our water footprint.,False,False,False,False,,soft,spec,0.5179183483123779
"For example, our
recently established IOI Palm Wood incorporated a thermal in retaining soil moisture and preventing the leaching of IOI Sustainability aCTIvITy DRIven peRfoRManCe anD IMpaCT
nutrients, which are vital for maintaining soil productivity
oil system for heating, replacing conventional steam boilers over time.",False,False,False,False,,soft,non,0.548245906829834
"By integrating these advanced tools with
SoIl ManageMenT Last year, we updated our Biodiversity and Ecosystem local collaboration, IOI aims to proactively prevent damage
Enhancement Guidelines to include additional guidance caused by illegal logging, forest fires, and other forms of
ManageMenT appRoaCh on ecosystem rehabilitation.",False,False,False,False,,soft,non,0.7786648869514465
"As part of our for our suppliers to develop their biodiversity policies and
commitment to regenerative agriculture, IOI operates implementation of best practices.",False,False,False,False,,soft,non,0.8499796986579895
"to enhance long-term productivity, preserve ecosystem
Practicing regenerative agriculture at IOI
balance, and contribute to the resilience of our agricultural organic palm estate Empowering Sustainable Agriculture, Managing Natural Resources,
64 IOI CoRpoRaTIon BeRhaD • SUSTAINABILITY REPORT 2024 Safeguarding and Enhancing Biodiversity 65
Safeguarding
natural ecoSyStemS
One key initiative involves collaborating with the Orang fIRe ManageMenT In parallel with our waste management practices, our
Asli at Bukit Leelau to rehabilitate and rewet HCV and peat mill operations maintain stringent standards to ensure
areas.",False,False,False,True,,soft,non,0.5829216241836548
"Safety Campaign at Pamol Palm Oil
Mill, Sabah
locked carbon within the soil.",False,False,False,False,,soft,non,0.5088760256767273
"Thus, IOI takes proactive
In Kalimantan, IOI is focusing on planting indigenous fire management and prevention practices by conducting Effluent from our mill operations is treated rigorously in
forest trees within the HCV-HCS areas at our concessions.",False,False,False,False,,soft,non,0.6614453792572021
"IOI is committed to zero burning in the BOD of the effluent, a key indicator of nutrient pollution, Preserved mills, including their associated supply bases
wildlife, and enhance ecosystem resilience by reintroducing its operations, guided by our Zero Burning Policy and this on a regular basis.",False,False,False,False,,hard,non,0.7431830167770386
"Additionally, the company engages in CSR
include planting a variety of beneficial species that attract
projects, such as involving employees and their families in
PEAt MANAgEMENt natural predators, thereby reducing our reliance on chemical
producing mudballs that contains effective microorganisms To ensure “No Deforestation” takes place within our
pesticides that may contribute to pollution to the environment.",True,False,True,True,,hard,non,0.6926000714302063
Carefully managed peatlands can reduce risks of to help improve the water quality of riverways.,False,False,False,True,,soft,non,0.7362536191940308
"This on optimising the use of by-products from our palm oil
objective is aligned with IOI’s Pathway to Net Zero and mill operations.",False,False,False,False,,hard,non,0.5604323744773865
"We make full use of POME residues and IOI has embarked on a project in collaboration with includes:
will remain of high importance as IOI moves towards biomass waste, such as EFB and frond heaps, to enhance our customer, Bunge Loders Croklaan, to carry out a
decarbonisation.",False,False,False,False,,soft,spec,0.7321420311927795
"This independent These measures are integral to our strategy for ensuring
To minimise the risk of chemical pollution, we ensure
our practices are science-based; balancing environmental, 3rd party assessment will be conducted in accordance compliance with our policies on no deforestation.",True,False,True,False,,hard,non,0.8886446356773376
"This process includes cleaning the
are actively managing 3,849.75 ha of peat areas that and ISO14044, which specifies requirements and fostering strong partnerships with our suppliers, we aim to
containers using the triple rinse method and returning them
were previously planted with oil palm while monitoring guidelines for LCA and inventory analysis.",False,False,False,True,,soft,spec,0.6344208121299744
"Empowering Sustainable Agriculture, Managing Natural Resources,
66 IOI CoRpoRaTIon BeRhaD • SUSTAINABILITY REPORT 2024 Safeguarding and Enhancing Biodiversity 67
Enhancing Biodiversity
and EcosystEm
BIoDIveRSITy pRoTeCTIon anD ConSeRvaTIon and local communities but also supports our As an added social environmental benefit, all seedlings are
landscape goals of promoting biodiversity sourced from local communities located near the project sites.",False,False,False,False,,soft,non,0.5859572291374207
"This not
Tree planting project at IOI Lahad Datu Region, Sabah
and fostering peaceful coexistence between only supports the local economy but also cultivate a sense of ownership and
ouR ManageMenT appRoaCh
humans and wildlife.",False,False,False,False,,soft,non,0.533475935459137
"Protecting biodiversity in and around our operations ensures optimal protected while promoting sustainable land
ecosystem functions.",False,False,False,False,,soft,non,0.850071132183075
"Together, we are promoting contributing to the project's overall success and objective of creating natural
Kunming-Montreal Global Biodiversity Framework 2050 Goals and 2030 will continue to be implemented to upskill capacity building, knowledge sharing, buffers that protect surrounding ecosystems and increase carbon sequestration.",False,False,False,False,2030,soft,non,0.7588678002357483
"Targets by ensuring production areas are managed sustainably (Target 10) IOI, local wildlife department staff and forest and active conservation efforts including
while minimising negative impacts on biodiversity (Target 8).",False,False,False,False,,soft,non,0.7787017226219177
"Biosphere project in the lower Kinabatangan areas, that was aimed to integrate
maintenance and enrichment planting along our riparian and forest buffer to
minimise edge effects while conserving native wildlife and vegetation.",False,False,False,False,,soft,spec,0.5804705023765564
"A list of species observed within our estates Leveraging on our efforts of rehabilitating estates to provide insights into the distribution,
A major focus of the Biosphere project is the development of practical and
can be accessed through scanning the QR code on page 105.",False,False,False,False,,soft,non,0.6729466319084167
"The SOP aims to outline
ecological significance of the region but also enhance its protection and
collaborative to reduce and manage HECs.",False,False,False,False,,soft,non,0.8951826691627502
"This collaboration is a vital step in our laran Tree planting
Bukit Leelau operations, we supported the initiative as part of a multistakeholder
procedures to reduce HECs.",False,False,False,False,,soft,spec,0.6333650350570679
"ongoing commitment to protecting biodiversity
approach to fire prevention, forest and peat rehabilitation and community As part of our sustainable approach to land management, IOI seeks opportunities
and ensuring sustainable coexistence
empowerment.",False,False,False,True,,soft,non,0.8513617515563965
"By introducing this tree species, we have not
cooperation and the alignment of conservation
IOI continues to monitor and conduct community engagements in the joint goals with different industry players across Since 2022, IOI has partnered with one of its only improved soil biodiversity but also enhance the ecological function of the
interest of fire prevention, community livelihood enhancement and biodiversity the landscape for effective implementation.",False,False,False,False,,soft,non,0.7235916256904602
"key supply chain partners, Nestlé, to reforest land.",False,False,False,False,,soft,spec,0.5183316469192505
"environmental protection, enhance carbon Additionally, we are planting fruit trees to provide nutritious resources for the
These food banks would provide a sustainable, sequestration and community engagement.",False,False,False,False,,soft,non,0.6013767123222351
"These initiatives not only support biodiversity
The South Ketapang Landscape initiative was first launched in October 2018 supplementary food source for the large The project focuses on planting native tree enhancement and ecosystem improvement but also contribute to increased
to promote biodiversity conservation, strengthen fire, water and peat mammals, reducing their need to enter human species that are well-adapted to the local carbon sequestration, helping us to achieve our climate goals.",False,False,False,True,,soft,spec,0.7306120991706848
"This means ensuring that
the shift towards a sustainable future
especially as we transition towards a
low carbon economy, is inclusive, fair,
and beneficial for all.",False,False,False,False,,soft,non,0.885072648525238
"Our Human Resource and employee well-being, we encourage
move towards a low carbon economy.",False,False,False,False,,soft,non,0.8861432671546936
major highlight of the year was our Group- to the green economy.,False,False,False,False,,soft,non,0.6902097463607788
"Through these collaborative efforts, we reaffirm well-being and working conditions in several estates in
benefits from our operations and presence.",False,False,False,False,,soft,non,0.7823001742362976
"In fact, we are fully
aware that transitioning to a more
sustainable and low-carbon economy
involves more than just adopting
green technologies or policies.",False,False,False,False,,soft,non,0.8799594044685364
"In other words, as we transition into a
low-carbon economy, we will strive to ensure that
our climate change adaptation and mitigation
efforts will be done in a fair and balanced way
and be beneficial to all stakeholders involved.",False,False,False,False,,soft,non,0.9488994479179382
"Glossary 101-104
https://www.ioigroup.com/Files/sustainability/pdf/
We will seek to engage with the local
SR2024QRCODE.PDF 1 communities and indigenous people to be part
of our customary-led conservation initiatives as
we strengthen efforts to reduce GHG emissions
through rehabilitation and reforestation.",False,False,False,False,,soft,non,0.6099485754966736
"Ensure social protection for employees affected
2 by the transition to low carbon economy
through job placement, and income generating
opportunities.",False,False,False,False,,soft,non,0.9002468585968018
"Engaging local communities in our
4 decarbonisation and climate risk mitigation
efforts, promoting an inclusive approach that
fosters collective responsibility and shared
benefits.",False,False,False,False,,soft,non,0.9430910348892212
"Adopting eco-friendly and efficient
technologies, and digitalisation especially Expand social dialogue with stakeholders
in our resource-based manufacturing not 5 for the decision-making process and
only reduces environmental impact but also inclusive approach
increases productivity and work efficiency.",False,False,False,False,,soft,non,0.897570788860321
"Repurposing oil palm trunks into palm-
based wood products, minimising landfill Regular stakeholder consultations with
use and conserving resources as well as the government, local communities and
providing various new job opportunities indigenous peoples nearby plantations,
while transitioning to a low-carbon economy.",False,False,False,False,,soft,non,0.6645501255989075
"These activities not only reduce waste but Community engagement to promote
6
also improve knowledge and awareness of sustainable practices
recycling waste among our employees.",False,False,False,False,,soft,non,0.7357111573219299
