claim,deforestation,traceability,ndpe,peat,deadline,strength,specificity,specificity_score
"**
1.7 Installation of 0 Set in 1 Packing 2025 CIV New target
water recycling FY2024 station
basin at one
banana packing
station.**
Focus area: Environmental stewardship
Goal: Minimise impacts on natural resources and the environment
Approach: To safeguard natural resources through optimised land use, efficient water management,
waste and pollution reduction, and the re-use of by-products
BASELINE BASE TARGET TARGET TARGET
NO.",False,False,False,False,2025,soft,spec,0.6939783692359924
"Water from banana packing stations is either reused
for irrigation or safely discharged.",False,False,False,False,,soft,spec,0.578079342842102
"Corporate Sustainability Reporting Directive (CSRD) -- The
Bio-CNG -- Compressed natural gas produced from biogas, used CSRD is a European Union legislation that amends the exist-
as a cleaner energy alternative.",False,False,False,False,,soft,spec,0.5209192633628845
"Circular economy -- A model of production and consumption to
minimise waste and maximise resource efficiency by keeping Do No Significant Harm (DNSH) -- A principle requiring that any
materials, products, and resources in use for as long as possible.",False,False,False,False,,soft,non,0.8290935158729553
"This includes measures like improving an activity as ‘green’, ensuring that environmental benefits in
infrastructure, adopting sustainable agriculture, and devel- one area do not come at the expense of others.",False,False,False,False,,soft,non,0.7763770222663879
"Double Materiality (DM) -- A reporting principle that considers
Climate change mitigation -- Efforts to reduce or prevent green- both the impact of sustainability matters on a company’s finan-
house gas emissions to limit global warming.",False,False,False,False,,soft,non,0.8814067244529724
"This includes cial performance (financial materiality) and the company’s
actions like increasing energy efficiency, transitioning to renew- impacts on people and the environment (impact materiality).",False,False,False,False,,soft,non,0.9356504678726196
"tion introduced by the European Union aimed at preventing
deforestation and forest degradation linked to products sold GLOBALG.A.P.",True,False,False,False,,soft,non,0.6945820450782776
"others, carbon dioxide and methane, that contribute to the
greenhouse effect and can lead to changes in temperature.",False,False,False,False,,soft,non,0.7995815873146057
"The methodology was International Sustainability and Carbon Certification is an
developed with the aim of ensuring a widely accepted practical, independent certification scheme designed to demonstrate
transparent, robust and scientifically credible approach to that biomass and bioenergy, and other biomass-based products
implement commitments to halt deforestation in the tropics, used as ingredients by the feed, food and chemical industries,
while ensuring the rights and livelihoods of local peoples are comply with requirements related to sustainability and GHG
respected.",True,False,False,False,,soft,non,0.7279065847396851
"The scheme aims to reduce GHG emissions; ensure
that biomass is not produced on land with high carbon stock or
High Conservation Value (HCV) -- The High Conservation Value high biodiversity; ensure the application of good agricultural
concept was originally developed by the Forest Stewardship practices related to soil, water and air; and finally, ensure
Council (FSC) in 1999 for use in forest management certi- respect for human, labour and land rights.",False,False,False,False,,soft,spec,0.5375288724899292
"and Forestry that serves as the country’s environmental per-
formance rating program for industries, aimed at improving
No Deforestation, No Peat, No Exploitation (NDPE) -- A sustaina- corporate environmental practices.",True,False,True,True,,hard,non,0.795131504535675
"bility commitment in the palm oil and other commodity sectors
aimed at eliminating deforestation, peatland development, and Rainforest Alliance -- The Rainforest Alliance is an international
exploitation of people and communities from supply chains.",True,False,False,True,,soft,non,0.6537770628929138
"non-profit organisation working at the intersection of business,
NDPE policies require producers to conserve natural forests, agriculture and forestry to make responsible business the
avoid planting on peat soils of any depth, and respect human new normal, and awarding certifications.",False,False,True,True,,soft,non,0.7864646315574646
"on improving soil health, biodiversity, water cycles, and carbon
sequestration while maintaining or increasing agricultural
Oil Palm Growers Association (OPIC) -- An association that sup- productivity.",False,False,False,False,,soft,non,0.7179285287857056
"to promote policies that improve the economic and social
well-being of people.",False,False,False,False,,soft,non,0.8554185628890991
"With its high Roundtable on Sustainable Palm Oil (RSPO) -- RSPO is a non-profit
organic content, POME is a source with great potential for biogas global certification scheme that unites stakeholders from the
production and/or composting.",False,False,False,False,,soft,non,0.552275538444519
"When properly applied, these criteria can help to
imise exposure to workplace hazards, such as gloves, goggles, minimise the negative impacts of palm oil cultivation on the
helmets, and masks.",False,False,False,False,,soft,non,0.8141283988952637
"The RSPO members have committed to produce, source and/
Plasma -- Cooperative programs for plantation development or use sustainable palm oil certified by the RSPO.",False,False,False,False,,soft,spec,0.6608054041862488
certified products from different certified sources.,False,False,False,False,,soft,spec,0.50171959400177
